ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,1999-01-01,998949.4718999999,43.26786422729492,1312335.4096639545,1885028.0
1,1999-02-01,1029276.6456000002,50.9278564453125,1352300.2241757077,1887659.0
1,1999-03-01,991733.3447999998,50.82323455810547,1302754.1879382224,1890290.0
1,1999-04-01,968881.1514000001,50.91651916503906,1273922.8298299941,1892921.0
1,1999-05-01,1021889.1432,50.40867233276367,1343721.899415782,1895552.0
1,1999-06-01,1162224.861,51.46956253051758,1466281.6077804447,1898183.0
1,1999-07-01,1214681.751,47.952091217041016,1532316.0862800546,1900814.0
1,1999-08-01,1203629.3067,46.354129791259766,1518786.790446462,1903445.0
1,1999-09-01,1119503.2064999999,45.543601989746094,1413277.1260230297,1906076.0
1,1999-10-01,1128438.9591,45.09811782836914,1424996.0303165535,1908707.0
1,1999-11-01,1092251.0715,44.822776794433594,1379356.392530209,1911338.0
1,1999-12-01,1112762.037,44.627281188964844,1406522.5090879053,1913969.0
1,2000-01-01,1087242.6441,44.527156829833984,1372095.548845163,1916604.0
1,2000-02-01,1133066.1129,103.54553985595703,1431960.7180121406,1919283.0
1,2000-03-01,1170543.4539,44.222877502441406,1476581.3254414438,1921962.0
1,2000-04-01,1063687.5903,44.11793899536133,1343053.4069153958,1924641.0
1,2000-05-01,1212278.7615,118.36885833740234,1532639.3349385737,1927320.0
1,2000-06-01,1215462.8988,121.9760971069336,1538804.9026272022,1929999.0
1,2000-07-01,1250063.3487,124.78010559082031,1582773.3438996072,1932678.0
1,2000-08-01,1233792.1469999999,127.33313751220703,1560358.0687117476,1935357.0
1,2000-09-01,1142894.4591,43.805789947509766,1441865.2556824724,1938036.0
1,2000-10-01,1164377.7774,43.7728385925293,1468447.0404808351,1940715.0
1,2000-11-01,1115666.244,137.26686096191406,1408254.9342208311,1943394.0
1,2000-12-01,1120640.472,43.70661926269531,1415070.8906527304,1946073.0
1,2001-01-01,1186170.4107,143.30868530273438,1497373.7007759686,1948757.0
1,2001-02-01,1132756.0464,145.89060974121094,1434690.5558827412,1951391.0
1,2001-03-01,1177594.071,147.1932830810547,1485833.79302003,1954025.0
